$C$ FCC auto line data save
$C$ Version 1,2,7M UDP
$C$ Modify Time interval calculation
$H1$ Machine_ID;Barcode;Date;Time;Load cone tray number;Load cone tray position;Oil-Lub Amount;Oil-Lub Visual check;Axial Play Press Number;Axial Play;IPA-Flush Duration;IPA-Flush Visual Check;Galling Dent Visual Check;INT number;INT Cone Duration;INT Cone Visual Check;Oil Up number;Oil Up Amount;Oil Up duration;Oil Up Visual Check;Endcap Up tray number;Endcap Up tray position;Oil Low number;Oil Low Amount;Oil Low duration;Oil Low Visual Check;Endcap Low tray number;Endcap Low tray position;Unload Cycle Time;Failure Code;NG Carrier;Time interval
$H2$ Units;;;;;;mg;;;um;sec;;;;sec;;;mg;sec;;;;;mg;sec;;;;sec;;;sec
$H3$ Spec min;;;;1;1;0.6;;1;12;;;;1;;;1;7.74;;;1;1;1;7.74;;;1;1;;;
3;24X23000720101;2024-10-24;08:25:31;1;173;.47;2;2;14.4;1.50;2;2;2;1.20;2;2;8.14;3.704;3;2;9;1;8.12;5.166;3;2;4;6.53;;C101;6.5
3;24X23000710101;2024-10-24;08:25:37;1;174;.47;2;3;14.8;1.50;2;2;1;1.00;2;1;8.13;4.648;3;2;10;2;8.12;4.624;3;2;5;6.46;;C100;6.3
3;24X23000640101;2024-10-24;08:25:43;1;175;.47;2;1;14.0;1.50;2;2;2;1.20;2;2;8.14;3.701;3;2;11;1;8.11;5.163;3;2;6;6.36;;C99;6.4
3;24X23000670101;2024-10-24;08:25:50;1;176;.49;2;2;14.5;1.50;2;2;1;1.00;2;1;8.13;4.651;3;2;12;2;8.11;4.620;3;2;7;6.39;;C98;6.6
3;24X23000680101;2024-10-24;08:25:56;1;177;.47;2;3;15.0;1.50;2;2;2;1.20;2;2;8.16;3.701;3;2;13;1;8.10;5.162;3;2;8;6.60;;C97;6.5
3;24X23000630101;2024-10-24;08:26:03;1;178;.45;2;1;13.8;1.50;2;2;1;1.00;2;1;8.13;4.652;3;2;14;2;8.11;4.618;3;2;9;6.53;;C96;6.3
3;24X23000690101;2024-10-24;08:26:09;1;179;.47;2;2;14.4;1.50;2;2;2;1.20;2;2;8.14;3.698;3;2;15;1;8.10;5.153;3;2;10;6.35;;C95;6.4
3;24X23000700101;2024-10-24;08:26:16;1;180;.46;2;3;14.1;1.50;2;2;1;1.00;2;1;8.13;4.651;3;2;16;2;8.11;4.617;3;2;11;6.41;;C94;6.7
3;24X23000650101;2024-10-24;08:26:22;1;181;.46;2;1;13.6;1.50;2;2;2;1.20;2;2;8.15;3.707;3;2;17;1;8.11;5.161;3;2;12;6.66;;C93;6.6
3;24X23000660101;2024-10-24;08:26:29;1;182;.45;2;2;14.3;1.50;2;2;1;1.00;2;1;8.13;4.650;3;2;18;2;8.12;4.624;3;2;13;6.58;;C92;6.5
3;24X23000610101;2024-10-24;08:26:35;1;183;.48;2;3;14.2;1.50;2;2;2;1.20;2;2;8.16;3.703;3;2;19;1;8.11;5.162;3;2;14;6.49;;C91;6.4
3;24X23000620101;2024-10-24;08:26:42;1;184;.47;2;1;13.4;1.50;2;2;1;1.00;2;1;8.14;4.650;3;2;20;2;8.12;4.617;3;2;15;6.37;;C90;6.4
3;24X23000750101;2024-10-24;08:26:48;1;185;.49;2;2;14.1;1.50;2;2;2;1.20;2;2;8.14;3.701;3;2;21;1;8.12;5.166;3;2;16;6.42;;C89;6.4
3;24X23000760101;2024-10-24;08:26:55;1;186;.48;2;3;14.9;1.50;2;2;1;1.00;2;1;8.13;4.653;3;2;22;2;8.11;4.621;3;2;17;6.40;;C88;6.5
3;24X23000790101;2024-10-24;08:27:01;1;187;.46;2;1;14.0;1.50;2;2;2;1.20;2;2;8.15;3.708;3;2;23;1;8.12;5.166;3;2;18;6.53;;C87;6.4
3;24X23000800101;2024-10-24;08:27:08;1;188;.49;2;2;13.4;1.50;2;2;1;1.00;2;1;8.14;4.649;3;2;24;2;8.12;4.624;3;2;19;6.43;;C86;6.6
3;24X23000730101;2024-10-24;08:27:14;1;189;.47;2;3;15.5;1.50;2;2;2;1.20;2;2;8.15;3.711;3;2;25;1;8.12;5.168;3;2;20;6.58;;C85;6.6
3;24X23000830101;2024-10-24;08:27:21;1;190;.47;2;1;13.7;1.50;2;2;1;1.00;2;1;8.14;4.652;3;2;26;2;8.11;4.622;3;2;21;6.59;;C84;6.4
3;24X23000840101;2024-10-24;08:27:27;1;191;.46;2;2;14.2;1.50;2;2;2;1.20;2;2;8.17;3.703;3;2;27;1;8.11;5.164;3;2;22;6.36;;C83;6.7
3;24X23000740101;2024-10-24;08:27:34;1;192;.48;2;3;14.7;1.50;2;2;1;1.00;2;1;8.14;4.653;3;2;28;2;8.11;4.623;3;2;23;6.75;;C82;6.4
3;24X23000770101;2024-10-24;08:27:40;1;193;.46;2;1;13.9;1.50;2;2;2;1.20;2;2;8.15;3.709;3;2;29;1;8.11;5.162;3;2;24;6.39;;C81;6.4
3;24X23000780101;2024-10-24;08:27:46;1;194;.48;2;2;13.8;1.50;2;2;1;1.00;2;1;8.13;4.653;3;2;30;2;8.11;4.626;3;2;25;6.38;;C80;6.3
3;24X23000950101;2024-10-24;08:27:53;1;195;.48;2;3;15.0;1.50;2;2;2;1.20;2;2;8.15;3.706;3;2;31;1;8.11;5.165;3;2;26;6.33;;C123;6.5
3;24X23000810101;2024-10-24;08:27:59;1;196;.47;2;1;13.6;1.50;2;2;1;1.00;2;1;8.14;4.652;3;2;32;2;8.12;4.625;3;2;27;6.48;;C78;6.4
3;24X23000820101;2024-10-24;08:28:06;1;197;.48;2;2;14.8;1.50;2;2;2;1.20;2;2;8.15;3.706;3;2;33;1;8.10;5.164;3;2;28;6.41;;C77;7.0
3;24X23000960101;2024-10-24;08:28:13;1;198;.48;2;3;14.2;1.50;2;2;1;1.00;2;1;8.14;4.655;3;2;34;2;8.11;4.634;3;2;29;7.01;;C76;6.4
3;24X23000910101;2024-10-24;08:28:19;1;199;.49;2;1;14.0;1.50;2;2;2;1.20;2;2;8.14;3.703;3;2;35;1;8.11;5.164;3;2;30;6.38;;C75;6.5
3;24X23000940101;2024-10-24;08:28:27;2;200;.46;2;2;14.3;1.50;2;2;1;1.00;2;1;8.14;4.652;3;2;36;2;8.12;4.622;3;2;31;6.48;;C74;7.9
3;24X23000930101;2024-10-24;08:28:34;2;1;.47;2;3;14.3;1.50;2;2;2;1.20;2;2;8.15;3.702;3;2;37;1;8.11;5.168;3;2;32;7.95;;C73;6.4
3;24X23000920101;2024-10-24;08:28:40;2;2;.45;2;1;13.7;1.50;2;2;1;1.00;2;1;8.14;4.650;3;2;38;2;8.11;4.626;3;2;33;6.40;;C71;6.4
3;24X23000890101;2024-10-24;08:28:48;2;3;.47;2;2;13.7;1.50;2;2;2;1.20;2;2;8.15;3.701;3;2;39;1;8.12;5.166;3;2;34;6.44;;C105;7.9
3;24X23000900101;2024-10-24;08:28:54;2;4;.46;2;3;14.7;1.50;2;2;1;1.00;2;1;8.14;4.650;3;2;40;2;8.12;4.625;3;2;35;7.87;;C104;6.4
3;24X23000870101;2024-10-24;08:29:01;2;5;.45;2;1;13.9;1.50;2;2;2;1.20;2;2;8.16;3.711;3;2;41;1;8.12;5.167;3;2;36;6.40;;C103;6.5
3;24X23000880101;2024-10-24;08:29:09;2;6;.47;2;2;14.0;1.50;2;2;1;1.00;2;1;8.14;4.653;3;2;42;2;8.12;4.630;3;2;37;6.48;;C102;7.9
3;24X23000850101;2024-10-24;08:29:15;2;7;.48;2;3;14.5;1.50;2;2;2;1.20;2;2;8.15;3.710;3;2;43;1;8.11;5.166;3;2;38;7.87;;C101;6.5
3;24X23000860101;2024-10-24;08:29:21;2;8;.47;2;1;14.0;1.50;2;2;1;1.00;2;1;8.14;4.649;3;2;44;2;8.11;4.629;3;2;39;6.47;;C100;6.4
3;24X22230030101;2024-10-24;08:29:29;2;9;.47;2;2;14.3;1.50;2;2;2;1.20;2;2;8.16;3.712;3;2;45;1;8.12;5.161;3;2;40;6.38;;C99;7.2
3;24X22230000101;2024-10-24;08:29:35;2;10;.48;2;3;15.0;1.50;2;2;1;1.00;2;1;8.14;4.653;3;2;46;2;8.11;4.637;3;2;41;7.24;;C98;6.5
3;24X22230070101;2024-10-24;08:29:42;2;11;.47;2;1;13.4;1.50;2;2;2;1.20;2;2;8.15;3.707;3;2;47;1;8.12;5.161;3;2;42;6.49;;C97;6.6
3;24X22230080101;2024-10-24;08:29:49;2;12;.49;2;2;14.3;1.50;2;2;1;1.00;2;1;8.14;4.649;3;2;48;2;8.11;4.629;3;2;43;6.56;;C96;6.9
3;24X22230040101;2024-10-24;08:29:55;2;13;.48;2;3;13.9;1.50;2;2;2;1.20;2;2;8.16;3.701;3;2;49;1;8.12;5.169;3;2;44;7.01;;C95;6.4
3;24X22229990101;2024-10-24;08:30:01;2;14;.47;2;1;14.4;1.50;2;2;1;1.00;2;1;8.13;4.652;3;2;50;2;8.11;4.628;3;2;45;6.31;;C94;6.4
3;24X22230010101;2024-10-24;08:30:09;2;15;.47;2;2;14.5;1.50;2;2;2;1.20;2;2;8.16;3.709;3;2;51;1;8.12;5.168;3;2;46;6.42;;C93;7.6
3;24X22230020101;2024-10-24;08:30:15;2;16;.47;2;3;15.0;1.50;2;2;1;1.00;2;1;8.14;4.658;3;2;52;2;8.12;4.637;3;2;47;7.67;;C92;6.4
3;24X22230050101;2024-10-24;08:30:22;2;17;.47;2;1;13.9;1.50;2;2;2;1.20;2;2;8.14;3.708;3;2;53;1;8.11;5.171;3;2;48;6.32;;C91;6.5
3;24X22230060101;2024-10-24;08:30:29;2;18;.48;2;2;14.2;1.50;2;2;1;1.00;2;1;8.13;4.654;3;2;54;2;8.12;4.643;3;2;49;6.52;;C90;7.0
3;24X22229970101;2024-10-24;08:30:35;2;19;.47;2;3;14.4;1.50;2;2;2;1.20;2;2;8.16;3.704;3;2;55;1;8.11;5.167;3;2;50;6.98;;C89;6.5
3;24X22230200101;2024-10-24;08:30:42;2;20;.47;2;1;13.1;1.50;2;2;1;1.00;2;1;8.13;4.657;3;2;56;2;8.12;4.636;3;2;51;6.49;;C88;6.5
3;24X22230190101;2024-10-24;08:30:49;2;21;.47;2;2;14.1;1.50;2;2;2;1.20;2;2;8.15;3.707;3;2;57;1;8.12;5.162;3;2;52;6.51;;C87;7.0
3;24X22230160101;2024-10-24;08:30:55;2;22;.48;2;3;14.3;1.50;2;2;1;1.00;2;1;8.14;4.659;3;2;58;2;8.11;4.645;3;2;53;6.98;;C86;6.4
3;24X22230110101;2024-10-24;08:31:02;2;23;.49;2;1;13.5;1.50;2;2;2;1.20;2;2;8.14;3.708;3;2;59;1;8.12;5.163;3;2;54;6.41;;C85;6.4
3;24X22230150101;2024-10-24;08:31:10;2;24;.48;2;2;14.2;1.50;2;2;1;1.00;2;1;8.14;4.656;3;2;60;2;8.10;4.651;3;2;55;6.38;;C84;7.8
3;24X22230120101;2024-10-24;08:31:16;2;25;.47;2;3;14.6;1.50;2;2;2;1.20;2;2;8.16;3.705;3;2;61;1;8.12;5.162;3;2;56;7.82;;C83;6.4
3;24X22230180101;2024-10-24;08:31:22;2;26;.48;2;1;14.1;1.50;2;2;1;1.00;2;1;8.13;4.655;3;2;62;2;8.10;4.647;3;2;57;6.41;;C82;6.5
3;24X22230130101;2024-10-24;08:31:30;2;27;.48;2;2;14.0;1.50;2;2;2;1.20;2;2;8.16;3.710;3;2;63;1;8.11;5.164;3;2;58;6.45;;C81;7.4
3;24X22230170101;2024-10-24;08:31:36;2;28;.47;2;3;14.8;1.50;2;2;1;1.00;2;1;8.14;4.659;3;2;64;2;8.12;4.626;3;2;59;7.47;;C80;6.5
3;24X22230140101;2024-10-24;08:31:43;2;29;.47;2;1;14.4;1.50;2;2;2;1.20;2;2;8.16;3.711;3;2;65;1;8.12;5.159;3;2;60;6.38;;C123;6.4
3;24X22230090101;2024-10-24;08:31:49;2;30;.48;2;2;14.5;1.50;2;2;1;1.00;2;1;8.13;4.653;3;2;66;2;8.12;4.619;3;2;61;6.42;;C78;6.7
3;24X22230100101;2024-10-24;08:31:56;2;31;.48;2;3;14.9;1.50;2;2;2;1.20;2;2;8.16;3.708;3;2;67;1;8.11;5.167;3;2;62;6.72;;C77;6.5
3;24X22230270101;2024-10-24;08:32:02;2;32;.48;2;1;13.8;1.50;2;2;1;1.00;2;1;8.13;4.655;3;2;68;2;8.12;4.621;3;2;63;6.47;;C76;6.4
3;24X22230240101;2024-10-24;08:32:10;2;33;.49;2;2;13.9;1.50;2;2;2;1.20;2;2;8.16;3.706;3;2;69;1;8.11;5.170;3;2;64;6.42;;C75;7.3
3;24X22230230101;2024-10-24;08:32:16;2;34;.47;2;3;14.5;1.50;2;2;1;1.00;2;1;8.14;4.657;3;2;70;2;8.11;4.635;3;2;65;7.33;;C74;6.5
3;24X22230280101;2024-10-24;08:32:22;2;35;.48;2;1;13.5;1.50;2;2;2;1.20;2;2;8.16;3.714;3;2;71;1;8.11;5.171;3;2;66;6.47;;C73;6.4
3;24X22230220101;2024-10-24;08:32:30;2;36;.45;2;2;13.7;1.50;2;2;1;1.00;2;1;8.13;4.657;3;2;72;2;8.11;4.632;3;2;67;6.39;;C71;7.3
3;24X22230210101;2024-10-24;08:32:36;2;37;.48;2;3;14.5;1.50;2;2;2;1.20;2;2;8.15;3.708;3;2;73;1;8.12;5.163;3;2;68;7.31;;C105;6.5
3;24X22230310101;2024-10-24;08:32:43;2;38;.47;2;1;13.6;1.50;2;2;1;1.00;2;1;8.13;4.653;3;2;74;2;8.11;4.635;3;2;69;6.47;;C104;6.3
3;24X22230320101;2024-10-24;08:32:49;2;39;.47;2;2;13.6;1.50;2;2;2;1.20;2;2;8.16;3.715;3;2;75;1;8.12;5.162;3;2;70;6.32;;C103;6.8
3;24X22230250101;2024-10-24;08:32:56;2;40;.46;2;3;15.0;1.50;2;2;1;1.00;2;1;8.13;4.662;3;2;76;2;8.12;4.633;3;2;71;6.84;;C102;6.3
3;24X22230260101;2024-10-24;08:33:05;2;41;.47;2;1;13.5;1.50;2;2;2;1.20;2;2;8.15;3.702;3;2;77;1;8.12;5.165;3;2;72;6.31;;C101;9.5
3;24X22230290101;2024-10-24;08:33:12;2;42;.48;2;2;14.2;1.50;2;2;1;1.00;2;1;8.14;4.656;3;2;78;2;8.11;4.638;3;2;73;9.46;;C100;6.4
3;24X22230300101;2024-10-24;08:33:18;2;43;.47;2;3;14.4;1.50;2;2;2;1.20;2;2;8.16;3.715;3;2;79;1;8.11;5.167;3;2;74;6.43;;C99;6.5
3;24X22230440101;2024-10-24;08:33:24;2;44;.49;2;1;14.0;1.50;2;2;1;1.00;2;1;8.13;4.656;3;2;80;2;8.12;4.635;3;2;75;6.49;;C98;6.4
3;24X22230390101;2024-10-24;08:33:31;2;45;.48;2;2;14.0;1.50;2;2;2;1.20;2;2;8.15;3.717;3;2;81;1;8.11;5.167;3;2;76;6.40;;C97;6.4
3;24X22230430101;2024-10-24;08:33:37;2;46;.47;2;3;14.7;1.50;2;2;1;1.00;2;1;8.13;4.659;3;2;82;2;8.12;4.644;3;2;77;6.38;;C96;6.6
3;24X22230400101;2024-10-24;08:33:44;2;47;.47;2;1;13.9;1.50;2;2;2;1.20;2;2;8.16;3.712;3;2;83;1;8.11;5.179;3;2;78;6.57;;C95;6.4
3;24X22230370101;2024-10-24;08:33:51;2;48;.48;2;2;14.4;1.50;2;2;1;1.00;2;1;8.14;4.661;3;2;84;2;8.11;4.636;3;2;79;6.39;;C94;6.8
3;24X22230420101;2024-10-24;08:33:57;2;49;.48;2;3;14.4;1.50;2;2;2;1.20;2;2;8.16;3.704;3;2;85;1;8.12;5.172;3;2;80;6.76;;C93;6.6
3;24X22230380101;2024-10-24;08:34:04;2;50;.46;2;1;14.4;1.50;2;2;1;1.00;2;1;8.13;4.659;3;2;86;2;8.11;4.631;3;2;81;6.62;;C92;6.4
3;24X22230410101;2024-10-24;08:34:10;2;51;.46;2;2;14.3;1.50;2;2;2;1.20;2;2;8.14;3.701;3;2;87;1;8.11;5.168;3;2;82;6.41;;C91;6.8
3;24X22230350101;2024-10-24;08:34:17;2;52;.48;2;3;15.4;1.50;2;2;1;1.00;2;1;8.14;4.659;3;2;88;2;8.12;4.638;3;2;83;6.86;;C90;6.5
3;24X22230360101;2024-10-24;08:34:23;2;53;.48;2;1;13.7;1.50;2;2;2;1.20;2;2;8.16;3.706;3;2;89;1;8.11;5.163;3;2;84;6.55;;C89;6.5
3;24X22230330101;2024-10-24;08:34:32;2;54;.46;2;2;13.8;1.50;2;2;1;1.00;2;1;8.13;4.663;3;2;90;2;8.12;4.644;3;2;85;6.48;;C88;8.4
3;24X22230340101;2024-10-24;08:34:38;2;55;.47;2;3;15.0;1.50;2;2;2;1.20;2;2;8.17;3.704;3;2;91;1;8.11;5.166;3;2;86;8.41;;C87;6.4
3;24X22231000101;2024-10-24;08:34:46;2;56;.48;2;1;14.3;1.50;2;2;1;1.00;2;1;8.14;4.657;3;2;92;2;8.12;4.636;3;2;87;6.40;;C86;7.8
3;24X22230990101;2024-10-24;08:34:52;2;57;.47;2;2;14.6;1.50;2;2;2;1.20;2;2;8.14;3.701;3;2;93;1;8.11;5.168;3;2;88;7.82;;C85;6.4
3;24X22231030101;2024-10-24;08:34:59;2;58;.47;2;3;14.4;1.50;2;2;1;1.00;2;1;8.14;4.652;3;2;94;2;8.11;4.648;3;2;89;6.39;;C84;6.3
3;24X22231040101;2024-10-24;08:35:05;2;59;.47;2;1;13.3;1.50;2;2;2;1.20;2;2;8.16;3.708;3;2;95;1;8.11;5.171;3;2;90;6.29;;C83;6.4
3;24X22230960101;2024-10-24;08:35:20;2;60;.48;2;2;14.2;1.50;2;2;1;1.00;2;1;8.14;4.657;3;2;96;2;8.11;4.639;3;2;91;6.46;;C82;15.1
3;24X22230980101;2024-10-24;08:35:27;2;61;.48;2;3;15.1;1.50;2;2;2;1.20;2;2;8.16;3.706;3;2;97;1;8.11;5.165;3;2;92;15.05;;C81;6.5
3;24X22230950101;2024-10-24;08:35:33;2;62;.48;2;1;13.4;1.50;2;2;1;1.00;2;1;8.13;4.660;3;2;98;2;8.11;4.656;3;2;93;6.50;;C80;6.3
3;24X22230970101;2024-10-24;08:35:40;2;63;.48;2;2;13.7;1.50;2;2;2;1.20;2;2;8.16;3.710;3;2;99;1;8.12;5.171;3;2;94;6.33;;C123;6.5
3;24X22230940101;2024-10-24;08:35:46;2;64;.47;2;3;14.8;1.50;2;2;1;1.00;2;1;8.14;4.656;3;2;100;2;8.10;4.645;3;2;95;6.49;;C78;6.4
3;24X22231010101;2024-10-24;08:35:52;2;65;.47;2;1;13.6;1.50;2;2;2;1.20;2;2;8.16;3.708;3;2;101;1;8.12;5.169;3;2;96;6.39;;C77;6.4
3;24X22230930101;2024-10-24;08:35:58;2;66;.48;2;2;14.9;1.50;2;2;1;1.00;2;1;8.13;4.653;3;2;102;2;8.12;4.665;3;2;97;6.39;;C76;5.9
3;24X22231020101;2024-10-24;08:36:05;2;67;.47;2;3;14.1;1.50;2;2;2;1.20;2;2;8.16;3.713;3;2;103;1;8.11;5.179;3;2;98;5.87;;C75;6.5
3;24X22231160101;2024-10-24;08:36:11;2;68;.48;2;1;13.4;1.50;2;2;1;1.00;2;1;8.13;4.660;3;2;104;2;8.11;4.629;3;2;99;6.53;;C74;6.7
3;24X22231150101;2024-10-24;08:36:18;2;69;.48;2;2;13.8;1.50;2;2;2;1.20;2;2;8.16;3.702;3;2;105;1;8.12;5.173;3;2;100;6.74;;C73;6.7
3;24X22231070101;2024-10-24;08:36:25;2;70;.48;2;3;14.0;1.50;2;2;1;1.00;2;1;8.14;4.658;3;2;106;2;8.11;4.635;3;2;101;6.69;;C71;6.7
3;24X22231120101;2024-10-24;08:36:31;2;71;.48;2;1;13.4;1.50;2;2;2;1.20;2;2;8.15;3.705;3;2;107;1;8.11;5.166;3;2;102;6.72;;C105;6.6
3;24X22231110101;2024-10-24;08:36:38;2;72;.47;2;2;13.9;1.50;2;2;1;1.00;2;1;8.14;4.655;3;2;108;2;8.11;4.628;3;2;103;6.61;;C104;6.6
3;24X22231080101;2024-10-24;08:36:45;2;73;.47;2;3;14.6;1.50;2;2;2;1.20;2;2;8.14;3.709;3;2;109;1;8.11;5.168;3;2;104;6.57;;C103;6.6
3;24X22231140101;2024-10-24;08:36:51;2;74;.46;2;1;13.1;1.50;2;2;1;1.00;2;1;8.13;4.665;3;2;110;2;8.11;4.630;3;2;105;6.62;;C102;6.6
3;24X22231090101;2024-10-24;08:36:58;2;75;.47;2;2;13.7;1.50;2;2;2;1.20;2;2;8.14;3.710;3;2;111;1;8.11;5.167;3;2;106;6.58;;C101;6.6
3;24X22231130101;2024-10-24;08:37:05;2;76;.47;2;3;14.1;1.50;2;2;1;1.00;2;1;8.13;4.660;3;2;112;2;8.12;4.631;3;2;107;6.58;;C100;6.7
3;24X22231050101;2024-10-24;08:37:11;2;77;.48;2;1;14.2;1.50;2;2;2;1.20;2;2;8.16;3.703;3;2;113;1;8.11;5.167;3;2;108;6.74;;C99;6.6
3;24X22231100101;2024-10-24;08:37:18;2;78;.47;2;2;14.4;1.50;2;2;1;1.00;2;1;8.14;4.657;3;2;114;2;8.12;4.640;3;2;109;6.58;;C98;6.4
3;24X22231060101;2024-10-24;08:37:24;2;79;.47;2;3;14.4;1.50;2;2;2;1.20;2;2;8.16;3.711;3;2;115;1;8.11;5.167;3;2;110;6.43;;C97;6.6
3;24X22231230101;2024-10-24;08:37:31;2;80;.46;2;1;14.1;1.50;2;2;1;1.00;2;1;8.14;4.657;3;2;116;2;8.12;4.636;3;2;111;6.63;;C96;6.6
3;24X22231200101;2024-10-24;08:37:37;2;81;.47;2;2;13.8;1.50;2;2;2;1.20;2;2;8.16;3.709;3;2;117;1;8.11;5.165;3;2;112;6.59;;C95;6.6
3;24X22231190101;2024-10-24;08:37:44;2;82;.48;2;3;14.9;1.50;2;2;1;1.00;2;1;8.14;4.656;3;2;118;2;8.11;4.647;3;2;113;6.55;;C94;6.6
3;24X22231240101;2024-10-24;08:37:51;2;83;.49;2;1;14.2;1.50;2;2;2;1.20;2;2;8.15;3.710;3;2;119;1;8.10;5.171;3;2;114;6.65;;C93;6.6
3;24X23003000101;2024-10-24;08:37:57;2;84;.47;2;2;13.8;1.50;2;2;1;1.00;2;1;8.14;4.656;3;2;120;2;8.11;4.646;3;2;115;6.61;;C92;6.6
3;24X23029180101;2024-10-24;08:42:43;2;1;.46;2;1;14.6;1.50;2;2;1;1.00;2;1;8.13;4.670;3;2;121;2;8.12;4.717;3;2;116;6.56;;C92;285.8
3;24X23029190101;2024-10-24;08:42:48;2;2;.49;2;2;14.4;1.50;2;2;2;1.20;2;2;8.16;3.729;3;2;122;1;8.12;5.188;3;2;117;8.85;;C91;4.6
3;24X23029170101;2024-10-24;08:42:52;2;3;.49;2;3;14.5;1.50;2;2;1;1.00;2;1;8.14;4.663;3;2;123;2;8.12;4.643;3;2;118;4.60;;C90;4.6
3;24X23029200101;2024-10-24;08:42:59;2;4;.48;2;1;14.0;1.50;2;2;2;1.20;2;2;8.16;3.717;3;2;124;1;8.11;5.179;3;2;119;4.64;;C89;6.6
3;24X23029240101;2024-10-24;08:43:06;2;5;.49;2;2;14.5;1.50;2;2;1;1.00;2;1;8.13;4.658;3;2;125;2;8.11;4.654;3;2;120;6.61;;C88;7.3
3;24X23029210101;2024-10-24;08:43:12;2;6;.47;2;3;14.8;1.50;2;2;2;1.20;2;2;8.14;3.715;3;2;126;1;8.11;5.172;3;2;121;7.29;;C87;6.2
3;24X23029250101;2024-10-24;08:43:20;2;7;.47;2;1;13.6;1.50;2;2;1;1.00;2;1;8.13;4.659;3;2;127;2;8.11;4.656;3;2;122;6.25;;C86;7.9
3;24X23029260101;2024-10-24;08:43:27;2;8;.48;2;2;13.7;1.50;2;2;2;1.20;2;2;8.15;3.713;3;2;128;1;8.11;5.180;3;2;123;7.86;;C85;6.4
3;24X23029230101;2024-10-24;08:43:33;2;9;.47;2;3;14.3;1.50;2;2;1;1.00;2;1;8.14;4.664;3;2;129;2;8.10;4.652;3;2;124;6.40;;C84;6.7
3;24X23029270101;2024-10-24;08:43:40;2;10;.47;2;1;13.8;1.50;2;2;2;1.20;2;2;8.15;3.711;3;2;130;1;8.10;5.179;3;2;125;6.74;;C83;6.4
3;24X23029280101;2024-10-24;08:43:47;2;11;.46;2;2;13.6;1.50;2;2;1;1.00;2;1;8.14;4.661;3;2;132;2;8.12;4.658;3;2;126;6.39;;C82;7.2
3;24X23029140101;2024-10-24;08:44:08;2;12;.46;2;3;14.4;1.50;2;2;2;1.20;2;2;8.14;3.720;3;2;133;1;8.10;5.175;3;2;127;7.30;;C81;20.8
3;24X23029130101;2024-10-24;08:44:12;2;13;.46;2;1;13.5;1.50;2;2;1;1.00;2;1;8.14;4.663;3;2;134;2;8.12;4.652;3;2;128;20.70;;C80;4.6
3;24X23029090101;2024-10-24;08:44:17;2;14;.46;2;2;14.3;1.50;2;2;2;1.20;2;2;8.15;3.721;3;2;135;1;8.11;5.178;3;2;129;4.56;;C123;4.7
3;24X23029100101;2024-10-24;08:44:24;2;15;.48;2;3;14.2;1.50;2;2;1;1.00;2;1;8.13;4.661;3;2;136;2;8.11;4.658;3;2;130;4.67;;C78;6.6
3;24X23029050101;2024-10-24;08:44:30;2;16;.48;2;1;14.3;1.50;2;2;2;1.20;2;2;8.15;3.710;3;2;137;1;8.11;5.172;3;2;131;6.61;;C77;6.5
3;24X23029060101;2024-10-24;08:44:37;2;17;.48;2;2;13.3;1.50;2;2;1;1.00;2;1;8.13;4.663;3;2;138;2;8.11;4.663;3;2;132;6.53;;C76;6.5
3;24X23029160101;2024-10-24;08:44:43;2;18;.47;2;3;14.6;1.50;2;2;2;1.20;2;2;8.15;3.716;3;2;139;1;8.12;5.178;3;2;133;6.49;;C75;6.4
3;24X23029070101;2024-10-24;08:44:50;2;19;.46;2;1;14.6;1.50;2;2;1;1.00;2;1;8.13;4.661;3;2;141;2;8.12;4.681;3;2;134;6.50;;C74;6.8
3;24X23029150101;2024-10-24;08:44:58;2;20;.50;2;2;14.3;1.50;2;2;2;1.20;2;2;8.15;3.713;3;2;142;1;8.12;5.181;3;2;135;6.83;;C73;7.9
3;24X23029120101;2024-10-24;08:45:04;2;21;.49;2;3;14.4;1.50;2;2;1;1.00;2;1;8.14;4.665;3;2;143;2;8.12;4.638;3;2;136;7.89;;C71;6.7
3;24X23029110101;2024-10-24;08:45:11;2;22;.49;2;1;14.0;1.50;2;2;2;1.20;2;2;8.15;3.708;3;2;144;1;8.12;5.175;3;2;137;6.67;;C105;6.6
3;24X23029080101;2024-10-24;08:45:18;2;23;.48;2;2;14.0;1.50;2;2;1;1.00;2;1;8.13;4.659;3;2;145;2;8.12;4.641;3;2;138;6.58;;C104;6.7
3;24X23028940101;2024-10-24;08:45:24;2;24;.45;2;3;14.8;1.50;2;2;2;1.20;2;2;8.15;3.713;3;2;146;1;8.10;5.176;3;2;139;6.73;;C103;6.4
3;24X23028930101;2024-10-24;08:45:31;2;25;.47;2;1;14.1;1.50;2;2;1;1.00;2;1;8.13;4.664;3;2;147;2;8.11;4.651;3;2;140;6.40;;C102;6.4
3;24X23028980101;2024-10-24;08:45:37;2;26;.44;2;2;14.1;1.50;2;2;2;1.20;2;2;8.15;3.715;3;2;148;1;8.12;5.182;3;2;141;6.41;;C101;6.5
3;24X23028970101;2024-10-24;08:45:43;2;27;.48;2;3;14.6;1.50;2;2;1;1.00;2;1;8.13;4.667;3;2;150;2;8.11;4.645;3;2;142;6.49;;C100;6.4
